image,line_stat,bill_cycl,serv_type,serv_code,tenure,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,term_reas_desc,complaint_cnt,with_phone_service,Churn,effc_strt_date_year,effc_strt_date_month,effc_strt_date_day,effc_end_date_year,effc_end_date_month,effc_end_date_day
201802,AC,1,BBS,PF100DUN,2,24,-2,128,100M (FTTO),,,0,N,N,2017,12,22,2019,12,21
201802,AC,1,BBS,PF100DUN,1,31,24,0,100M (FTTO),,,0,N,N,2019,7,19,2022,2,18
201802,AC,1,BBS,VS100DUN,2,24,23,100,100M,,,0,N,N,2019,12,28,2021,12,27
201802,AC,1,BBS,PF100DUN,2,24,-13,198,100M (FTTO),,,0,N,Y,2017,12,28,2019,12,27
201802,AC,1,BBS,VS100DUN,2,24,23,148,100M,,,0,N,N,2020,9,1,2022,8,1
201802,AC,1,BBS,PF1000FSN,2,28,24,900,1000M (FTTO),,,0,N,N,2019,12,10,2022,11,2
201802,AC,1,BBS,PF1000DUN,2,28,24,900,1000M (FTTO),,,0,N,N,2019,12,10,2022,11,2
201802,AC,1,BBS,VS100FSN,2,24,23,198,100M,,,0,N,N,2020,1,1,2021,12,31
201802,AC,1,BBS,VS100DUN,2,24,23,140,100M,,,0,N,N,2019,12,27,2021,12,26
201802,AC,1,BBS,PF100FSN,1,24,0,2500,100M (FTTO),,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,VS100DUN,2,24,-16,90,100M,,,0,N,Y,2017,12,23,2019,12,22
201802,AC,1,BBS,VS100FSN,2,24,-7,250,100M,,,0,N,Y,2018,2,1,2020,1,1
201802,AC,1,BBS,PF100DUN,2,24,-1,178,100M (FTTO),,,0,N,Y,2017,12,28,2019,12,27
201802,AC,1,BBS,PF500DUN,2,24,-1,580,500M (FTTO),,,0,N,N,2018,4,1,2020,3,1
201802,AC,1,BBS,VS100DUN,2,24,22,140,100M,,,0,N,N,2019,1,12,2021,11,30
201802,AC,1,BBS,VS100DUN,2,24,23,140,100M,,,0,N,N,2019,12,30,2021,12,29
201802,AC,1,BBS,VS100DUSA,2,24,-1,220,100M,,,0,N,N,2018,3,1,2020,2,1
201802,AC,1,BBS,PF300DUN,2,24,-1,300,300M (FTTO),,,0,N,N,2018,4,1,2020,3,1
201802,AC,1,BBS,VS100DUN,1,24,-1,178,100M,,,0,N,N,2018,1,18,2020,1,17
201802,AC,1,BBS,VS100DUN,2,24,-1,140,100M,,,0,N,N,2018,3,1,2020,2,1
201802,AC,1,BBS,VS030F6N,2,24,23,1150,30M,,,0,N,N,2020,1,20,2022,1,19
201802,AC,1,BBS,VS100DUN,2,24,23,160,100M,,,0,N,N,2020,5,1,2022,4,1
201802,AC,1,BBS,VS100FSN,2,24,23,435,100M,,,0,N,N,2020,11,1,2022,10,1
201802,AC,1,BBS,PF100DUN,1,24,0,0,100M (FTTO),,,0,N,N,2018,2,13,2020,12,2
201802,AC,1,BBS,EPXMXMDUXX,2,24,23,160,10M,,,0,N,N,2020,10,1,2022,9,1
201802,AC,1,BBS,PF100DUP,2,24,-1,90,100M (FTTO),,,0,N,N,2018,5,1,2020,4,1
201802,AC,1,BBS,VS100DUN,2,24,-1,140,100M,,,0,N,N,2018,11,1,2020,10,1
201802,AC,1,BBS,VS100DUN,2,24,23,168,100M,,,0,N,N,2020,2,1,2022,1,1
201802,AC,1,BBS,VPXMXMDUXX,2,36,11,136,10M,,,0,N,N,2018,10,1,2021,9,1
201802,AC,1,BBS,ES100FSN,2,24,-1,485,100M,,,0,N,N,2018,8,1,2020,7,1
201802,AC,1,BBS,VS100FSN,2,31,22,198,100M,,,0,N,N,2019,7,5,2021,6,12
201802,AC,1,BBS,VS100DUN,2,24,-15,187,100M,,,0,N,Y,2018,4,1,2020,3,1
201802,AC,1,BBS,VS100DUN,1,24,24,12,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,PF1000FSN,1,24,23,549,1000M (FTTO),,,0,N,N,2020,1,22,2022,1,21
201802,AC,1,BBS,PF100DUN,1,24,-1,243,100M (FTTO),,,0,N,N,2018,1,17,2020,1,16
201802,AC,1,BBS,VS100DUN,2,24,-10,140,100M,,,0,N,Y,2018,5,1,2020,4,1
201802,AC,1,BBS,VS100DUN,2,24,-1,140,100M,,,0,N,Y,2018,5,1,2020,4,1
201802,AC,1,BBS,VS100DUN,2,24,23,140,100M,,,0,N,N,2020,6,1,2022,5,1
201802,AC,1,BBS,VS100DUN,2,24,-1,140,100M,,,0,N,N,2018,5,1,2020,4,1
201802,AC,1,BBS,PF100DUN,2,24,-1,90,100M (FTTO),,,0,N,N,2018,5,1,2020,4,1
201802,AC,1,BBS,PF100DUPR,26,24,-1,248,100M (FTTO),,,0,N,N,2018,6,1,2020,5,1
201802,AC,1,BBS,VS100DUN,2,24,-7,140,100M,,,0,N,Y,2018,6,1,2020,5,1
201802,AC,1,BBS,VS100DUN,2,24,-5,140,100M,,,0,N,Y,2018,6,1,2020,5,1
201802,AC,1,BBS,PF100DUN,2,24,23,128,100M (FTTO),,,0,N,N,2020,1,1,2021,12,31
201802,AC,1,BBS,VS100F6N,2,24,22,1250,100M,,,0,N,N,2019,12,16,2021,12,15
201802,AC,1,BBS,VS100FSN,4,41,21,476,100M,,,0,N,N,2018,6,21,2021,11,20
201802,AC,1,BBS,PF1000F6H,1,24,-1,1250,1000M (FTTO),,,0,N,N,2018,1,19,2020,1,18
201802,AC,1,BBS,PF500DUN,1,36,12,0,500M (FTTO),,,0,N,N,2018,7,2,2021,6,2
201802,AC,1,BBS,PF500DUN,1,36,12,0,500M (FTTO),,,0,N,N,2018,7,2,2021,6,2
201802,AC,1,BBS,PF100FSN,1,24,-1,389,100M (FTTO),,,0,N,N,2018,1,19,2020,1,18
201802,AC,1,BBS,VS100FSN,1,24,23,198,100M,,,0,N,N,2020,1,1,2021,12,31
201802,AC,1,BBS,VS100FSN,1,24,-1,367,100M,,,0,N,N,2018,1,17,2020,1,16
201802,AC,1,BBS,VS100DUN,1,24,-1,198,100M,,,0,N,N,2018,1,19,2020,1,18
201802,AC,1,BBS,PF100FSN,2,24,23,398,100M (FTTO),,,0,N,N,2020,1,16,2022,1,15
201802,AC,1,BBS,PF1000DUN,1,12,11,0,1000M (FTTO),,,0,N,N,2020,1,23,2021,1,22
201802,AC,1,BBS,VS100DUN,2,24,-1,108,100M,,,0,N,N,2018,9,1,2020,8,1
201802,AC,1,BBS,VS100FSN,1,24,-5,198,100M,,,0,N,Y,2018,1,18,2020,1,17
201802,AC,1,BBS,VS100DUN,2,24,23,140,100M,,,0,N,N,2020,10,1,2022,9,1
201802,AC,1,BBS,PF100DUN,2,24,23,90,100M (FTTO),,,0,N,N,2020,10,1,2022,9,1
201802,AC,1,BBS,PF1000FSN,1,24,23,90,1000M (FTTO),,,0,N,N,2020,10,1,2022,9,1
201802,AC,1,BBS,EPXMXMDUXX,1,24,-2,170,10M,,,0,N,Y,2018,1,23,2020,1,22
201802,AC,1,BBS,PF1000DUN,1,24,23,298,1000M (FTTO),,,0,N,N,2020,1,24,2022,1,23
201802,AC,1,BBS,VS100FSN,1,24,-14,198,100M,,,0,N,Y,2018,1,23,2020,1,22
201802,AC,1,BBS,VS100DUN,1,36,12,0,100M,,,0,N,N,2018,7,2,2021,6,2
201802,AC,1,BBS,VPXMXMDUXX,1,24,-1,163,10M,,,0,N,N,2018,1,18,2020,1,17
201802,AC,1,BBS,VS100DUN,2,24,-1,90,100M,,,0,N,N,2018,12,1,2020,11,1
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,6,2,2020,5,2
201802,AC,1,BBS,PF100DUN,2,24,-1,164,100M (FTTO),,,0,N,N,2018,11,1,2020,10,1
201802,AC,1,BBS,ES100DUN,2,24,-7,140,100M,,,0,N,Y,2018,12,1,2020,11,1
201802,AC,1,BBS,VS100DUN,2,24,23,140,100M,,,0,N,N,2020,12,1,2022,11,1
201802,AC,1,BBS,VS030DUN,2,24,-1,128,30M,,,0,N,N,2018,12,1,2020,11,1
201802,AC,1,BBS,PF100DUN,2,24,-13,140,100M (FTTO),,,0,N,Y,2018,12,1,2020,11,1
201802,AC,1,BBS,VS100DUN,2,24,23,140,100M,,,0,N,N,2020,12,1,2022,11,1
201802,AC,1,BBS,VS100DUN,1,24,24,140,100M,,,0,N,N,2020,1,30,2022,1,29
201802,AC,1,BBS,PF100DUN,1,24,24,90,100M (FTTO),,,0,N,N,2020,1,29,2022,1,28
201802,AC,1,BBS,PF100DUN,1,24,23,140,100M (FTTO),,,0,N,N,2020,1,17,2022,1,16
201802,AC,1,BBS,PF300DUN,1,24,23,298,300M (FTTO),,,0,N,N,2020,1,20,2022,1,19
201802,AC,1,BBS,PF100DUN,1,24,-1,90,100M (FTTO),,,0,N,N,2018,1,25,2020,1,24
201802,AC,1,BBS,VPXMXMDUXX,1,24,-16,148,10M,,,0,N,Y,2018,1,23,2020,1,22
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,VS100DUN,2,24,23,90,100M,,,0,N,N,2020,1,15,2022,1,14
201802,AC,1,BBS,PF300DUP,1,24,-5,0,300M (FTTO),,,0,N,Y,2018,2,13,2020,12,2
201802,AC,1,BBS,PF1000FSN,1,24,-1,549,1000M (FTTO),,,0,N,N,2018,1,22,2020,1,21
201802,AC,1,BBS,VS100DUN,1,24,18,0,100M,,,0,N,N,2019,8,13,2021,12,8
201802,AC,1,BBS,PF500DUP,1,24,-5,258,500M (FTTO),,,0,N,Y,2018,1,17,2020,1,16
201802,AC,1,BBS,PF100FSN,1,25,23,208,100M (FTTO),,,0,N,N,2019,12,20,2022,1,19
201802,AC,1,BBS,VS030DUN,1,24,-1,130,30M,,,0,N,N,2018,1,17,2020,1,16
201802,AC,1,BBS,PF100DUP,1,24,-17,140,100M (FTTO),,,0,N,Y,2018,1,18,2020,1,17
201802,AC,1,BBS,VS100DUN,2,24,-1,150,100M,,,0,N,N,2018,1,16,2020,1,15
201802,AC,1,BBS,VS100DUN,2,24,-9,160,100M,,,0,N,Y,2018,1,15,2020,1,14
201802,AC,1,BBS,VS100FSN,1,24,23,320,100M,,,0,N,N,2020,1,23,2022,1,22
201802,AC,1,BBS,VS100FSN,1,24,-1,250,100M,,,0,N,N,2018,1,23,2020,1,22
201802,AC,1,BBS,VS100F6N,1,24,22,2000,100M,,,0,N,N,2019,12,24,2021,12,23
201802,AC,1,BBS,PF100FSN,1,24,-1,354,100M (FTTO),,,0,N,N,2018,1,26,2020,1,25
201802,AC,1,BBS,PF1000DUNW0,1,3,-22,0,1000M (FTTO),,,0,N,N,2018,1,22,2018,4,21
201802,AC,1,BBS,VS100DUN,1,24,24,128,100M,,,0,N,N,2020,1,27,2022,1,26
201802,AC,1,BBS,VS100DUN,1,24,-1,178,100M,,,0,N,Y,2018,1,30,2020,1,29
201802,AC,1,BBS,VS100DUN,1,24,-1,90,100M,,,0,N,N,2018,1,19,2020,1,18
201802,AC,1,BBS,VS100DUN,1,24,-1,90,100M,,,0,N,N,2018,1,18,2020,1,17
201802,AC,1,BBS,VS100FSN,1,24,23,248,100M,,,0,N,N,2020,1,19,2022,1,18
201802,AC,1,BBS,VS100DUN,1,24,-16,0,100M,,,0,N,Y,2018,1,2,2020,1,31
201802,AC,1,BBS,VS100DUN,1,48,24,0,100M,,,0,N,N,2018,5,2,2022,4,2
201802,AC,1,BBS,VS100DUN,1,24,23,148,100M,,,0,N,N,2020,1,17,2022,1,16
201802,AC,1,BBS,VS100FSN,1,24,-1,198,100M,,,0,N,N,2018,1,24,2020,1,23
201802,AC,1,BBS,PF100DUN,1,24,0,0,100M (FTTO),,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,PF100DUP,1,36,11,140,100M (FTTO),,,0,N,N,2018,1,24,2021,1,23
201802,AC,1,BBS,VS100DUN,1,24,-13,140,100M,,,0,N,Y,2018,1,18,2020,1,17
201802,AC,1,BBS,PF100DUN,1,24,23,140,100M (FTTO),,,0,N,N,2020,1,17,2022,1,16
201802,AC,1,BBS,VS100DUN,21,24,3,108,100M,,,0,N,N,2018,1,5,2020,4,30
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,PF100FSN,1,12,-12,0,100M (FTTO),,,0,N,Y,2018,2,2,2019,1,2
201802,AC,1,BBS,VS100FSN,1,24,-24,250,100M,,,0,N,Y,2018,1,29,2020,1,28
201802,AC,1,BBS,PF1000DUN,1,24,-14,288,1000M (FTTO),,,0,N,Y,2018,1,29,2020,1,28
201802,AC,1,BBS,VAXMXMFSXX,1,24,19,169,10M,,,0,N,N,2019,3,9,2021,2,9
201802,AC,1,BBS,PF300DUN,1,24,23,190,300M (FTTO),,,0,N,N,2020,1,26,2022,1,25
201802,AC,1,BBS,VS100DUN,0,24,1,0,100M,,,0,N,N,2018,2,28,2020,2,27
201802,AC,1,BBS,VS030FSN,1,24,23,250,30M,,,0,N,N,2020,1,22,2022,1,21
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,VS100DUN,1,24,11,228,100M,,,0,N,N,2019,1,24,2021,1,23
201802,AC,1,BBS,PF300DUN,0,24,0,0,300M (FTTO),,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,5,2,2020,4,2
201802,AC,1,BBS,VS100DUN,1,24,23,140,100M,,,0,N,N,2020,1,23,2022,1,22
201802,AC,1,BBS,PF1000F6H,1,3,-9,0,1000M (FTTO),,,0,N,Y,2019,7,2,2019,6,5
201802,AC,1,BBS,PF100DUN,1,48,23,138,100M (FTTO),,,0,N,N,2018,1,26,2022,1,25
201802,AC,1,BBS,PF100DUN,1,24,-1,100,100M (FTTO),,,0,N,N,2018,1,24,2020,1,23
201802,AC,1,BBS,VS100DUN,1,24,-1,140,100M,,,0,N,N,2018,1,24,2020,1,23
201802,AC,1,BBS,VS100DUN,1,24,23,140,100M,,,0,N,N,2020,1,24,2022,1,23
201802,AC,1,BBS,VS100DUN,1,24,-1,168,100M,,,0,N,N,2018,1,24,2020,1,23
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,ES100DUSB,1,36,11,148,100M,,,0,N,N,2018,1,25,2021,1,24
201802,AC,1,BBS,PF100DUN,1,12,11,0,100M (FTTO),,,0,N,N,2020,2,1,2021,1,1
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,1,31,2020,1,30
201802,AC,1,BBS,VS100DUN,1,24,-1,0,100M,,,0,N,N,2018,1,25,2020,1,24
201802,AC,1,BBS,PF100DUN,0,48,24,0,100M (FTTO),,,0,N,N,2018,2,23,2022,2,22
201802,AC,1,BBS,PF1000DUH,1,24,0,0,1000M (FTTO),,,0,N,N,2018,6,2,2020,5,2
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,5,2,2020,4,2
201802,AC,1,BBS,PF100DUN,1,26,24,0,100M (FTTO),,,0,N,N,2019,7,12,2022,6,2
201802,AC,1,BBS,PF100DUN,1,24,0,0,100M (FTTO),,,0,N,N,2018,9,2,2020,8,2
201802,AC,1,BBS,ES100FSN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,12,12,140,100M,,,0,N,N,2020,1,29,2021,1,28
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,36,12,0,100M,,,0,N,N,2018,7,2,2021,6,2
201802,AC,1,BBS,VS100DUN,1,24,0,198,100M,,,0,N,N,2018,1,30,2020,1,29
201802,AC,1,BBS,ES100FSN,1,24,0,0,100M,,,0,N,N,2018,3,2,2020,2,2
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,7,2,2020,6,2
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,36,26,0,100M,,,0,N,N,2019,1,4,2022,3,31
201802,AC,1,BBS,PF100FSN,0,24,1,0,100M (FTTO),,,0,N,N,2018,2,27,2020,2,26
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,5,2,2020,4,2
201802,AC,1,BBS,ES100FSN,1,24,0,0,100M,,,0,N,N,2018,7,2,2020,6,2
201802,AC,1,BBS,PF1000F6H,1,24,-4,0,1000M (FTTO),,,0,N,Y,2018,5,2,2020,4,2
201802,AC,1,BBS,VS100DUN,1,24,-4,0,100M,,,0,N,Y,2018,5,2,2020,4,2
201802,AC,1,BBS,VS100DUN,1,24,-4,0,100M,,,0,N,Y,2018,5,2,2020,4,2
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,21,2020,2,20
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,31,2022,1,30
201802,AC,1,BBS,VS100DUN,1,24,14,90,100M,,,0,N,N,2019,4,15,2021,4,14
201802,AC,1,BBS,VS100DUN,1,24,-2,0,100M,,,0,N,Y,2018,9,2,2020,8,2
201802,AC,1,BBS,VS100DUN,1,24,-10,0,100M,,,0,N,Y,2018,12,2,2020,11,2
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,1,2,2020,1,31
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,1,2,2020,1,31
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,2,2,2020,1,2
201802,AC,1,BBS,PF100DUN,1,24,24,0,100M (FTTO),,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,3,2,2020,2,2
201802,AC,1,BBS,VS100DUN,1,24,24,140,100M,,,0,N,N,2020,1,30,2022,1,29
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,3,2,2020,2,2
201802,AC,1,BBS,VS100DUN,1,24,-22,0,100M,,,0,N,Y,2018,3,2,2020,2,2
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,PF100DUN,0,24,-5,0,100M (FTTO),,,0,N,Y,2018,2,22,2020,2,21
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,9,2,2020,8,2
201802,AC,1,BBS,VS100FSN,1,24,-18,0,100M,,,0,N,Y,2018,2,14,2020,2,13
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,12,2,2020,11,2
201802,AC,1,BBS,PF300DUN,1,24,0,0,300M (FTTO),,,0,N,N,2018,2,13,2020,12,2
201802,AC,1,BBS,VS100DUN,1,25,24,0,100M,,,0,N,N,2020,1,22,2022,2,21
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,7,2,2020,6,2
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,3,2,2022,2,2
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,6,2,2020,5,2
201802,AC,1,BBS,PF100DUN,1,24,0,0,100M (FTTO),,,0,N,N,2018,12,2,2020,11,2
201802,AC,1,BBS,PF300DUN,1,24,0,0,300M (FTTO),,,0,N,N,2018,2,13,2020,12,2
201802,AC,1,BBS,VPXMXMDUXX,1,24,-10,0,10M,,,0,N,Y,2018,12,2,2020,11,2
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,PF100FSN,0,36,12,0,100M (FTTO),,,0,N,N,2018,2,21,2021,2,20
201802,AC,1,BBS,PF100DUP,1,24,0,0,100M (FTTO),,,0,N,N,2018,10,2,2020,9,2
201802,AC,1,BBS,VS100DUN,0,24,1,0,100M,,,0,N,N,2018,2,27,2020,2,26
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,1,2,2022,1,31
201802,AC,1,BBS,VS100DUN,1,24,24,0,100M,,,0,N,N,2020,7,2,2022,6,2
201802,AC,1,BBS,PF300DUN,0,24,0,0,300M (FTTO),,,0,N,N,2018,2,21,2020,2,20
201802,AC,1,BBS,VS100DUN,0,36,13,0,100M,,,0,N,N,2018,2,28,2021,2,27
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,8,2,2020,7,2
201802,AC,1,BBS,VS100DUN,1,24,-19,0,100M,,,0,N,Y,2018,2,13,2020,12,2
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,9,2,2020,8,2
201802,AC,1,BBS,PF100DUN,0,24,0,0,100M (FTTO),,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,VS100DUN,0,24,1,0,100M,,,0,N,N,2018,2,27,2020,2,26
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,1,N,N,2018,2,22,2020,2,21
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,12,2,2020,11,2
201802,AC,1,BBS,VS100FSN,1,24,0,0,100M,,,0,N,N,2018,2,15,2020,2,14
201802,AC,1,BBS,VS100DUN,1,24,0,0,100M,,,0,N,N,2018,12,2,2020,11,2
201802,AC,1,BBS,PF100DUN,0,24,0,0,100M (FTTO),,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,PF100DUN,0,24,1,0,100M (FTTO),,,0,N,N,2018,2,27,2020,2,26
201802,AC,1,BBS,VS100FSN,0,24,0,0,100M,,,0,N,N,2018,2,21,2020,2,20
201802,AC,1,BBS,VS100DUN,0,33,25,0,100M,,,0,N,N,2019,6,17,2022,3,16
201802,AC,1,BBS,PF100FSN,0,24,-1,0,100M (FTTO),,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,PF100FSN,0,24,-1,0,100M (FTTO),,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,VS030DUN,1,24,-20,0,30M,,,0,N,Y,2018,2,13,2020,12,2
201802,AC,1,BBS,VS100FSN,83,,,0,100M,,,0,N,N,,,,,,
201802,AC,1,BBS,PF100DUN,83,,,0,100M (FTTO),,,0,N,N,,,,,,
201802,AC,1,BBS,VPXMXMDUXX,0,24,0,0,10M,,,0,N,N,2018,2,22,2020,2,21
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,VS100DUN,1,24,-14,0,100M,,,0,N,Y,2018,2,14,2020,2,13
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,PF1000FSN,0,36,12,0,1000M (FTTO),,,0,N,N,2018,2,23,2021,2,22
201802,AC,1,BBS,ES100DUN,1,24,0,0,100M,,,0,N,N,2018,2,15,2020,2,14
201802,AC,1,BBS,VS100FSN,0,24,0,0,100M,,,0,N,N,2018,2,23,2020,2,22
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,22,2020,2,21
201802,AC,1,BBS,PF100DUN,0,24,-2,0,100M (FTTO),,,0,N,Y,2018,2,21,2020,2,20
201802,AC,1,BBS,PF1000FSN,0,24,-8,0,1000M (FTTO),,,0,N,Y,2018,2,26,2020,2,25
201802,AC,1,BBS,PF1000FSN,0,24,-8,0,1000M (FTTO),,,0,N,Y,2018,2,26,2020,2,25
201802,AC,1,BBS,PF100DUP,0,24,0,0,100M (FTTO),,,0,N,N,2018,2,24,2020,2,23
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,22,2020,2,21
201802,AC,1,BBS,VS100DUR,35,24,13,0,100M,,,0,N,N,2019,3,23,2021,3,22
201802,AC,1,BBS,PF100DUP,0,24,0,0,100M (FTTO),,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,VS100DUN,0,24,1,0,100M,,,0,N,N,2018,2,28,2020,2,27
201802,AC,1,BBS,VS100DUN,0,24,0,0,100M,,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,VS100DUSA,0,24,0,0,100M,,,0,N,N,2018,2,26,2020,2,25
201802,AC,1,BBS,VS100DUN,0,24,1,0,100M,,,0,N,N,2018,2,27,2020,2,26
201802,AC,1,BBS,VS100DUN,0,24,-8,0,100M,,,0,N,Y,2018,2,28,2020,2,28
201802,AC,1,BBS,PF500FSN,1,24,0,0,500M (FTTO),,,0,N,N,2018,2,14,2020,2,13
201803,AC,1,BBS,VS100DUN,204,36,13,178,100M,,,0,N,N,2018,6,3,2021,5,3
201803,AC,1,BBS,VS030F6R,37,24,13,1572,30M,,,0,N,N,2019,1,3,2021,2,28
201803,AC,1,BBS,EAXMXMFSRN1,204,24,20,290,10M,,,0,Y,N,2019,1,10,2021,9,30
201803,AC,1,BBS,VS100DUN,74,24,9,218,100M,,,0,Y,N,2018,7,11,2020,6,11
201803,AC,1,BBS,PF100FSR,204,24,-9,430,100M (FTTO),,,0,N,Y,2017,1,5,2019,4,30
201803,AC,1,BBS,VAXMXMFSRN1,82,24,-9,245,10M,,,0,N,Y,2017,1,5,2019,4,30
201803,AC,1,BBS,EAXMXMFM2X,203,24,15,801,10M,,,0,N,N,2019,1,5,2021,4,30
201803,AC,1,BBS,VAXMXMFSRN1,203,24,8,780,10M,,,0,N,N,2018,9,29,2020,9,28
201803,AC,1,BBS,ES100DUR,203,24,1,898,100M,,,0,N,N,2018,1,3,2020,2,29
201803,AC,1,BBS,VS100DUR,203,24,-14,374,100M,,,0,N,Y,2016,12,17,2018,12,16
201803,AC,1,BBS,VS100DUN,15,24,-14,374,100M,,,0,N,Y,2016,12,20,2018,12,19
201803,AC,1,BBS,VS030FSR,202,30,6,308,30M,,,0,N,N,2018,1,31,2020,7,30
201803,AC,1,BBS,ES100FSN,201,24,19,253,100M,,,0,Y,N,2019,9,24,2021,9,23
201803,AC,1,BBS,VS100FSR,201,24,23,670,100M,,,0,N,N,2020,1,22,2022,1,21
201803,AC,1,BBS,VS100FSN,63,24,11,576,100M,,,0,N,N,2019,1,15,2021,1,14
201803,AC,1,BBS,VS100FSR,46,24,4,576,100M,,,0,N,N,2018,4,6,2020,3,6
201803,AC,1,BBS,EA6M6MFM2X,167,24,16,681,BELOW 10M,,,1,N,N,2019,1,6,2021,5,31
201803,AC,1,BBS,VS030DUR,82,24,16,681,30M,,,0,N,N,2019,6,6,2021,5,6
201803,AC,1,BBS,VS030FSN,196,36,7,268,30M,,,0,N,N,2017,1,9,2020,8,31
201803,AC,1,BBS,PF100FSN,55,24,-6,3950,100M (FTTO),,,0,N,Y,2017,8,21,2019,8,20
201803,AC,1,BBS,VAXMXMFSXX,200,36,-22,1543.1,10M,,,0,N,Y,2015,3,28,2018,3,27
201803,CN,1,BBS,VS030F6N,201,27,-23,2649.1,30M,CUCO,Downsizing / Cut cost,1,N,Y,2015,12,24,2018,3,23
